"C-20: Disabled Population by type of Disability,Age and Sex ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table Name,State Code,Distt.Code,Area Name,Total/Rural/Urban,Age-group,Total number of disabled persons,,,In seeing,,,In Hearing,,,In Speech,,,In Movement,,,Mental Retardation,,,Mental Illness,,,Any Other,,,Multiple Disability,,
,,,,,,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females
,,,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
C4920,20,360,District-Hazaribagh,Rural,70-79,"2,415","1,276","1,139",531,255,276,515,269,246,41,18,23,732,435,297,51,29,22,28,12,16,156,94,62,361,164,197
C4920,20,360,District-Hazaribagh,Rural,80-89,843,427,416,165,68,97,160,84,76,20,13,7,300,172,128,4,2,2,5,2,3,44,27,17,145,59,86
C4920,20,360,District-Hazaribagh,Rural,90+,320,160,160,75,40,35,48,25,23,2,2,0,93,47,46,2,2,0,1,1,0,12,8,4,87,35,52
C4920,20,360,District-Hazaribagh,Rural,Age Not Stated,10,9,1,4,3,1,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0
C4920,20,360,District-Hazaribagh,Urban,Total,"5,569","3,167","2,402",665,345,320,"1,864","1,008",856,308,187,121,"1,170",705,465,288,182,106,178,119,59,638,381,257,458,240,218
C4920,20,360,District-Hazaribagh,Urban,0-4,309,162,147,26,9,17,158,82,76,5,4,1,45,26,19,4,2,2,2,1,1,49,29,20,20,9,11
C4920,20,360,District-Hazaribagh,Urban,5-9,490,281,209,44,29,15,214,127,87,37,23,14,56,31,25,20,11,9,5,1,4,51,28,23,63,31,32
C4920,20,360,District-Hazaribagh,Urban,10-19,"1,111",631,480,105,65,40,341,189,152,93,52,41,212,126,86,82,45,37,31,18,13,115,68,47,132,68,64
C4920,20,360,District-Hazaribagh,Urban,20-29,915,498,417,76,37,39,284,128,156,56,34,22,225,144,81,59,34,25,40,26,14,109,59,50,66,36,30
C4920,20,360,District-Hazaribagh,Urban,30-39,829,491,338,77,39,38,375,205,170,40,25,15,117,80,37,53,38,15,37,27,10,90,55,35,40,22,18
C4920,20,360,District-Hazaribagh,Urban,40-49,640,409,231,79,38,41,202,129,73,31,21,10,130,91,39,37,25,12,31,22,9,95,58,37,35,25,10
C4920,20,360,District-Hazaribagh,Urban,50-59,446,267,179,74,40,34,112,57,55,23,15,8,126,82,44,17,15,2,15,11,4,54,35,19,25,12,13
C4920,20,360,District-Hazaribagh,Urban,60-69,436,220,216,95,43,52,104,49,55,11,7,4,136,65,71,13,9,4,14,10,4,40,24,16,23,13,10
C4920,20,360,District-Hazaribagh,Urban,70-79,276,156,120,61,35,26,56,32,24,10,5,5,80,43,37,1,1,0,3,3,0,30,21,9,35,16,19
C4920,20,360,District-Hazaribagh,Urban,80-89,94,43,51,22,8,14,14,8,6,1,1,0,34,14,20,2,2,0,0,0,0,4,3,1,17,7,10
C4920,20,360,District-Hazaribagh,Urban,90+,20,8,12,6,2,4,3,1,2,1,0,1,7,3,4,0,0,0,0,0,0,1,1,0,2,1,1
C4920,20,360,District-Hazaribagh,Urban,Age Not Stated,3,1,2,0,0,0,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
C4920,20,361,District-Ramgarh,Total,Total,"14,034","7,936","6,098","2,082","1,077","1,005","2,123","1,150",973,993,556,437,"3,994","2,397","1,597",941,525,416,551,288,263,"2,104","1,229",875,"1,246",714,532
C4920,20,361,District-Ramgarh,Total,0-4,536,300,236,82,41,41,92,55,37,12,10,2,113,68,45,22,13,9,4,3,1,143,74,69,68,36,32
C4920,20,361,District-Ramgarh,Total,5-9,982,538,444,121,66,55,127,72,55,142,82,60,186,96,90,74,36,38,28,16,12,175,89,86,129,81,48
C4920,20,361,District-Ramgarh,Total,10-19,"2,906","1,566","1,340",341,181,160,376,189,187,325,161,164,679,374,305,306,160,146,134,68,66,410,235,175,335,198,137
C4920,20,361,District-Ramgarh,Total,20-29,"2,318","1,389",929,230,136,94,281,160,121,165,88,77,741,476,265,197,106,91,127,70,57,388,238,150,189,115,74
C4920,20,361,District-Ramgarh,Total,30-39,"1,725","1,041",684,208,109,99,257,143,114,115,72,43,460,302,158,153,102,51,89,47,42,325,197,128,118,69,49
C4920,20,361,District-Ramgarh,Total,40-49,"1,551",976,575,232,143,89,235,134,101,102,70,32,456,303,153,100,63,37,86,47,39,261,165,96,79,51,28
C4920,20,361,District-Ramgarh,Total,50-59,"1,332",773,559,228,97,131,235,141,94,67,39,28,477,305,172,44,20,24,46,23,23,170,104,66,65,44,21
C4920,20,361,District-Ramgarh,Total,60-69,"1,454",742,712,345,153,192,268,139,129,35,19,16,481,264,217,31,17,14,26,11,15,150,80,70,118,59,59
C4920,20,361,District-Ramgarh,Total,70-79,843,418,425,203,104,99,171,81,90,21,11,10,302,150,152,10,5,5,9,2,7,49,28,21,78,37,41
C4920,20,361,District-Ramgarh,Total,80-89,292,148,144,67,33,34,60,29,31,5,2,3,82,49,33,3,3,0,1,1,0,23,13,10,51,18,33
C4920,20,361,District-Ramgarh,Total,90+,85,41,44,24,14,10,20,7,13,2,1,1,15,9,6,0,0,0,1,0,1,8,4,4,15,6,9
C4920,20,361,District-Ramgarh,Total,Age Not Stated,10,4,6,1,0,1,1,0,1,2,1,1,2,1,1,1,0,1,0,0,0,2,2,0,1,0,1
C4920,20,361,District-Ramgarh,Rural,Total,"8,385","4,692","3,693","1,373",729,644,"1,288",693,595,572,313,259,"2,457","1,457","1,000",502,271,231,318,162,156,"1,136",648,488,739,419,320
C4920,20,361,District-Ramgarh,Rural,0-4,329,181,148,47,25,22,57,34,23,7,6,1,73,41,32,14,9,5,3,2,1,88,43,45,40,21,19
C4920,20,361,District-Ramgarh,Rural,5-9,607,330,277,83,48,35,77,44,33,83,43,40,118,61,57,45,20,25,18,11,7,100,49,51,83,54,29
C4920,20,361,District-Ramgarh,Rural,10-19,"1,687",909,778,214,125,89,214,100,114,191,92,99,407,228,179,166,85,81,85,39,46,220,125,95,190,115,75
C4920,20,361,District-Ramgarh,Rural,20-29,"1,290",769,521,149,90,59,157,90,67,88,41,47,449,296,153,97,48,49,70,36,34,183,111,72,97,57,40
C4920,20,361,District-Ramgarh,Rural,30-39,981,577,404,126,64,62,148,83,65,68,42,26,274,170,104,89,54,35,48,30,18,168,101,67,60,33,27
C4920,20,361,District-Ramgarh,Rural,40-49,889,572,317,147,94,53,140,81,59,60,45,15,259,169,90,47,31,16,52,30,22,131,85,46,53,37,16
C4920,20,361,District-Ramgarh,Rural,50-59,782,448,334,147,62,85,138,84,54,30,18,12,295,189,106,21,10,11,23,10,13,92,52,40,36,23,13
C4920,20,361,District-Ramgarh,Rural,60-69,997,503,494,242,111,131,200,104,96,28,17,11,316,165,151,18,11,7,14,4,10,98,52,46,81,39,42
C4920,20,361,District-Ramgarh,Rural,70-79,589,287,302,159,79,80,110,52,58,12,6,6,207,103,104,5,3,2,5,0,5,33,17,16,58,27,31
C4920,20,361,District-Ramgarh,Rural,80-89,181,91,90,45,23,22,37,19,18,2,1,1,50,30,20,0,0,0,0,0,0,15,8,7,32,10,22
C4920,20,361,District-Ramgarh,Rural,90+,48,23,25,13,8,5,10,2,8,1,1,0,9,5,4,0,0,0,0,0,0,7,4,3,8,3,5
C4920,20,361,District-Ramgarh,Rural,Age Not Stated,5,2,3,1,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
C4920,20,361,District-Ramgarh,Urban,Total,"5,649","3,244","2,405",709,348,361,835,457,378,421,243,178,"1,537",940,597,439,254,185,233,126,107,968,581,387,507,295,212
C4920,20,361,District-Ramgarh,Urban,0-4,207,119,88,35,16,19,35,21,14,5,4,1,40,27,13,8,4,4,1,1,0,55,31,24,28,15,13
C4920,20,361,District-Ramgarh,Urban,5-9,375,208,167,38,18,20,50,28,22,59,39,20,68,35,33,29,16,13,10,5,5,75,40,35,46,27,19
C4920,20,361,District-Ramgarh,Urban,10-19,"1,219",657,562,127,56,71,162,89,73,134,69,65,272,146,126,140,75,65,49,29,20,190,110,80,145,83,62
C4920,20,361,District-Ramgarh,Urban,20-29,"1,028",620,408,81,46,35,124,70,54,77,47,30,292,180,112,100,58,42,57,34,23,205,127,78,92,58,34
C4920,20,361,District-Ramgarh,Urban,30-39,744,464,280,82,45,37,109,60,49,47,30,17,186,132,54,64,48,16,41,17,24,157,96,61,58,36,22
C4920,20,361,District-Ramgarh,Urban,40-49,662,404,258,85,49,36,95,53,42,42,25,17,197,134,63,53,32,21,34,17,17,130,80,50,26,14,12
C4920,20,361,District-Ramgarh,Urban,50-59,550,325,225,81,35,46,97,57,40,37,21,16,182,116,66,23,10,13,23,13,10,78,52,26,29,21,8
C4920,20,361,District-Ramgarh,Urban,60-69,457,239,218,103,42,61,68,35,33,7,2,5,165,99,66,13,6,7,12,7,5,52,28,24,37,20,17
C4920,20,361,District-Ramgarh,Urban,70-79,254,131,123,44,25,19,61,29,32,9,5,4,95,47,48,5,2,3,4,2,2,16,11,5,20,10,10
C4920,20,361,District-Ramgarh,Urban,80-89,111,57,54,22,10,12,23,10,13,3,1,2,32,19,13,3,3,0,1,1,0,8,5,3,19,8,11
C4920,20,361,District-Ramgarh,Urban,90+,37,18,19,11,6,5,10,5,5,1,0,1,6,4,2,0,0,0,1,0,1,1,0,1,7,3,4
C4920,20,361,District-Ramgarh,Urban,Age Not Stated,5,2,3,0,0,0,1,0,1,0,0,0,2,1,1,1,0,1,0,0,0,1,1,0,0,0,0
C4920,20,362,District-Dumka,Total,Total,"34,686","19,182","15,504","9,012","4,774","4,238","7,650","4,150","3,500","2,112","1,183",929,"5,891","3,573","2,318","1,623",925,698,688,378,310,"5,518","3,013","2,505","2,192","1,186","1,006"
C4920,20,362,District-Dumka,Total,0-4,"2,262","1,196","1,066",737,377,360,601,307,294,42,20,22,144,88,56,91,48,43,9,5,4,525,287,238,113,64,49
C4920,20,362,District-Dumka,Total,5-9,"3,159","1,708","1,451",927,485,442,705,365,340,282,148,134,265,163,102,180,99,81,34,23,11,532,291,241,234,134,100
C4920,20,362,District-Dumka,Total,10-19,"6,263","3,416","2,847","1,571",822,749,"1,239",694,545,514,276,238,989,547,442,382,226,156,118,57,61,960,534,426,490,260,230
C4920,20,362,District-Dumka,Total,20-29,"5,079","2,847","2,232","1,184",648,536,"1,044",567,477,384,228,156,878,538,340,300,157,143,130,75,55,865,464,401,294,170,124
C4920,20,362,District-Dumka,Total,30-39,"4,619","2,729","1,890","1,167",668,499,"1,005",579,426,313,175,138,738,495,243,250,155,95,136,76,60,800,446,354,210,135,75
C4920,20,362,District-Dumka,Total,40-49,"4,112","2,412","1,700","1,059",599,460,922,539,383,224,133,91,765,501,264,194,118,76,127,75,52,671,361,310,150,86,64
C4920,20,362,District-Dumka,Total,50-59,"3,306","1,882","1,424",847,452,395,760,411,349,162,98,64,731,451,280,110,65,45,64,38,26,513,294,219,119,73,46
C4920,20,362,District-Dumka,Total,60-69,"3,658","1,860","1,798",949,448,501,859,415,444,126,67,59,869,494,375,84,41,43,49,22,27,450,238,212,272,135,137
C4920,20,362,District-Dumka,Total,70-79,"1,626",828,798,433,203,230,377,195,182,45,30,15,398,233,165,23,13,10,16,5,11,137,66,71,197,83,114
C4920,20,362,District-Dumka,Total,80-89,435,223,212,106,57,49,101,56,45,11,4,7,91,51,40,5,2,3,4,2,2,33,16,17,84,35,49
C4920,20,362,District-Dumka,Total,90+,112,50,62,20,8,12,22,12,10,5,3,2,21,11,10,0,0,0,1,0,1,15,5,10,28,11,17
C4920,20,362,District-Dumka,Total,Age Not Stated,55,31,24,12,7,5,15,10,5,4,1,3,2,1,1,4,1,3,0,0,0,17,11,6,1,0,1
C4920,20,362,District-Dumka,Rural,Total,"32,463","17,858","14,605","8,539","4,505","4,034","7,178","3,850","3,328","1,865","1,040",825,"5,545","3,365","2,180","1,508",850,658,646,349,297,"5,138","2,806","2,332","2,044","1,093",951
C4920,20,362,District-Dumka,Rural,0-4,"2,153","1,144","1,009",704,363,341,571,295,276,41,20,21,142,87,55,90,47,43,8,4,4,486,265,221,111,63,48
C4920,20,362,District-Dumka,Rural,5-9,"2,988","1,604","1,384",890,461,429,660,336,324,256,136,120,250,155,95,174,95,79,32,22,10,503,272,231,223,127,96
C4920,20,362,District-Dumka,Rural,10-19,"5,844","3,166","2,678","1,481",775,706,"1,162",647,515,466,247,219,942,518,424,352,207,145,110,54,56,904,502,402,427,216,211
C4920,20,362,District-Dumka,Rural,20-29,"4,693","2,620","2,073","1,106",598,508,968,519,449,338,200,138,823,512,311,270,135,135,121,67,54,801,432,369,266,157,109
C4920,20,362,District-Dumka,Rural,30-39,"4,283","2,519","1,764","1,096",631,465,933,527,406,281,157,124,685,459,226,234,145,89,129,72,57,732,407,325,193,121,72
C4920,20,362,District-Dumka,Rural,40-49,"3,814","2,232","1,582",993,563,430,855,494,361,190,116,74,709,461,248,180,109,71,116,65,51,628,341,287,143,83,60
C4920,20,362,District-Dumka,Rural,50-59,"3,085","1,740","1,345",805,421,384,721,386,335,129,78,51,683,423,260,101,59,42,62,37,25,468,266,202,116,70,46
C4920,20,362,District-Dumka,Rural,60-69,"3,501","1,772","1,729",913,429,484,821,393,428,111,55,56,835,474,361,80,39,41,48,21,27,429,229,200,264,132,132
C4920,20,362,District-Dumka,Rural,70-79,"1,536",777,759,420,196,224,358,183,175,34,23,11,368,216,152,19,11,8,15,5,10,133,65,68,189,78,111
C4920,20,362,District-Dumka,Rural,80-89,411,208,203,103,55,48,92,48,44,10,4,6,87,49,38,4,2,2,4,2,2,28,13,15,83,35,48
C4920,20,362,District-Dumka,Rural,90+,103,47,56,17,7,10,22,12,10,5,3,2,19,10,9,0,0,0,1,0,1,11,4,7,28,11,17
C4920,20,362,District-Dumka,Rural,Age Not Stated,52,29,23,11,6,5,15,10,5,4,1,3,2,1,1,4,1,3,0,0,0,15,10,5,1,0,1
C4920,20,362,District-Dumka,Urban,Total,"2,223","1,324",899,473,269,204,472,300,172,247,143,104,346,208,138,115,75,40,42,29,13,380,207,173,148,93,55
C4920,20,362,District-Dumka,Urban,0-4,109,52,57,33,14,19,30,12,18,1,0,1,2,1,1,1,1,0,1,1,0,39,22,17,2,1,1
C4920,20,362,District-Dumka,Urban,5-9,171,104,67,37,24,13,45,29,16,26,12,14,15,8,7,6,4,2,2,1,1,29,19,10,11,7,4
C4920,20,362,District-Dumka,Urban,10-19,419,250,169,90,47,43,77,47,30,48,29,19,47,29,18,30,19,11,8,3,5,56,32,24,63,44,19
C4920,20,362,District-Dumka,Urban,20-29,386,227,159,78,50,28,76,48,28,46,28,18,55,26,29,30,22,8,9,8,1,64,32,32,28,13,15
C4920,20,362,District-Dumka,Urban,30-39,336,210,126,71,37,34,72,52,20,32,18,14,53,36,17,16,10,6,7,4,3,68,39,29,17,14,3
C4920,20,362,District-Dumka,Urban,40-49,298,180,118,66,36,30,67,45,22,34,17,17,56,40,16,14,9,5,11,10,1,43,20,23,7,3,4
C4920,20,362,District-Dumka,Urban,50-59,221,142,79,42,31,11,39,25,14,33,20,13,48,28,20,9,6,3,2,1,1,45,28,17,3,3,0
C4920,20,362,District-Dumka,Urban,60-69,157,88,69,36,19,17,38,22,16,15,12,3,34,20,14,4,2,2,1,1,0,21,9,12,8,3,5
C4920,20,362,District-Dumka,Urban,70-79,90,51,39,13,7,6,19,12,7,11,7,4,30,17,13,4,2,2,1,0,1,4,1,3,8,5,3
C4920,20,362,District-Dumka,Urban,80-89,24,15,9,3,2,1,9,8,1,1,0,1,4,2,2,1,0,1,0,0,0,5,3,2,1,0,1
C4920,20,362,District-Dumka,Urban,90+,9,3,6,3,1,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,4,1,3,0,0,0
C4920,20,362,District-Dumka,Urban,Age Not Stated,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0
C4920,20,363,District-Jamtara,Total,Total,"22,045","12,468","9,577","5,537","3,058","2,479","3,933","2,138","1,795","1,227",693,534,"3,770","2,358","1,412","1,023",589,434,583,328,255,"4,378","2,421","1,957","1,594",883,711
C4920,20,363,District-Jamtara,Total,0-4,"1,390",729,661,473,248,225,227,118,109,32,17,15,110,64,46,50,35,15,5,4,1,407,196,211,86,47,39
C4920,20,363,District-Jamtara,Total,5-9,"2,112","1,174",938,624,325,299,359,182,177,203,106,97,203,133,70,108,65,43,27,19,8,420,246,174,168,98,70
C4920,20,363,District-Jamtara,Total,10-19,"4,209","2,348","1,861","1,040",562,478,713,384,329,371,207,164,542,320,222,257,139,118,83,43,40,815,466,349,388,227,161
C4920,20,363,District-Jamtara,Total,20-29,"3,173","1,759","1,414",733,405,328,547,288,259,220,120,100,513,326,187,204,117,87,115,52,63,639,337,302,202,114,88
C4920,20,363,District-Jamtara,Total,30-39,"2,920","1,747","1,173",665,407,258,535,314,221,157,96,61,483,323,160,141,87,54,114,69,45,648,354,294,177,97,80
C4920,20,363,District-Jamtara,Total,40-49,"2,434","1,481",953,567,347,220,425,246,179,103,62,41,512,328,184,114,69,45,109,68,41,484,273,211,120,88,32
C4920,20,363,District-Jamtara,Total,50-59,"2,127","1,261",866,529,313,216,401,231,170,47,30,17,506,336,170,77,40,37,67,33,34,387,212,175,113,66,47
C4920,20,363,District-Jamtara,Total,60-69,"2,223","1,226",997,562,289,273,429,226,203,56,35,21,555,347,208,41,22,19,49,32,17,374,209,165,157,66,91
C4920,20,363,District-Jamtara,Total,70-79,967,504,463,248,121,127,203,111,92,24,12,12,235,130,105,18,9,9,12,7,5,105,65,40,122,49,73
C4920,20,363,District-Jamtara,Total,80-89,276,117,159,58,25,33,61,23,38,6,3,3,71,27,44,7,3,4,1,1,0,32,17,15,40,18,22
C4920,20,363,District-Jamtara,Total,90+,108,56,52,31,12,19,22,8,14,4,3,1,17,9,8,1,0,1,0,0,0,16,13,3,17,11,6
C4920,20,363,District-Jamtara,Total,Age Not Stated,106,66,40,7,4,3,11,7,4,4,2,2,23,15,8,5,3,2,1,0,1,51,33,18,4,2,2
C4920,20,363,District-Jamtara,Rural,Total,"20,468","11,564","8,904","5,215","2,884","2,331","3,729","2,015","1,714","1,131",640,491,"3,419","2,136","1,283",962,558,404,543,307,236,"4,000","2,215","1,785","1,469",809,660
C4920,20,363,District-Jamtara,Rural,0-4,"1,319",688,631,455,239,216,219,114,105,28,15,13,102,58,44,48,33,15,5,4,1,380,181,199,82,44,38
C4920,20,363,District-Jamtara,Rural,5-9,"1,986","1,099",887,596,314,282,347,175,172,192,99,93,187,122,65,102,61,41,25,17,8,382,224,158,155,87,68
C4920,20,363,District-Jamtara,Rural,10-19,"3,903","2,192","1,711",958,519,439,670,364,306,342,189,153,505,301,204,237,130,107,80,43,37,745,429,316,366,217,149
C4920,20,363,District-Jamtara,Rural,20-29,"2,908","1,605","1,303",697,382,315,515,266,249,198,109,89,452,289,163,191,110,81,106,49,57,568,302,266,181,98,83
C4920,20,363,District-Jamtara,Rural,30-39,"2,690","1,619","1,071",629,387,242,503,292,211,143,90,53,425,286,139,131,83,48,100,61,39,599,329,270,160,91,69
C4920,20,363,District-Jamtara,Rural,40-49,"2,260","1,365",895,539,331,208,407,236,171,97,57,40,457,289,168,112,68,44,105,65,40,438,245,193,105,74,31
C4920,20,363,District-Jamtara,Rural,50-59,"1,953","1,155",798,481,284,197,378,216,162,42,28,14,461,304,157,71,38,33,61,29,32,356,195,161,103,61,42
C4920,20,363,District-Jamtara,Rural,60-69,"2,099","1,150",949,536,278,258,411,213,198,54,34,20,512,317,195,39,20,19,48,31,17,350,195,155,149,62,87
C4920,20,363,District-Jamtara,Rural,70-79,903,472,431,234,113,121,192,106,86,22,11,11,219,122,97,18,9,9,11,7,4,96,58,38,111,46,65
C4920,20,363,District-Jamtara,Rural,80-89,251,107,144,54,22,32,58,20,38,5,3,2,62,25,37,7,3,4,1,1,0,27,16,11,37,17,20
C4920,20,363,District-Jamtara,Rural,90+,99,50,49,30,12,18,18,6,12,4,3,1,16,8,8,1,0,1,0,0,0,14,11,3,16,10,6
C4920,20,363,District-Jamtara,Rural,Age Not Stated,97,62,35,6,3,3,11,7,4,4,2,2,21,15,6,5,3,2,1,0,1,45,30,15,4,2,2
C4920,20,363,District-Jamtara,Urban,Total,"1,577",904,673,322,174,148,204,123,81,96,53,43,351,222,129,61,31,30,40,21,19,378,206,172,125,74,51
C4920,20,363,District-Jamtara,Urban,0-4,71,41,30,18,9,9,8,4,4,4,2,2,8,6,2,2,2,0,0,0,0,27,15,12,4,3,1
C4920,20,363,District-Jamtara,Urban,5-9,126,75,51,28,11,17,12,7,5,11,7,4,16,11,5,6,4,2,2,2,0,38,22,16,13,11,2
C4920,20,363,District-Jamtara,Urban,10-19,306,156,150,82,43,39,43,20,23,29,18,11,37,19,18,20,9,11,3,0,3,70,37,33,22,10,12
C4920,20,363,District-Jamtara,Urban,20-29,265,154,111,36,23,13,32,22,10,22,11,11,61,37,24,13,7,6,9,3,6,71,35,36,21,16,5
C4920,20,363,District-Jamtara,Urban,30-39,230,128,102,36,20,16,32,22,10,14,6,8,58,37,21,10,4,6,14,8,6,49,25,24,17,6,11
C4920,20,363,District-Jamtara,Urban,40-49,174,116,58,28,16,12,18,10,8,6,5,1,55,39,16,2,1,1,4,3,1,46,28,18,15,14,1
C4920,20,363,District-Jamtara,Urban,50-59,174,106,68,48,29,19,23,15,8,5,2,3,45,32,13,6,2,4,6,4,2,31,17,14,10,5,5
C4920,20,363,District-Jamtara,Urban,60-69,124,76,48,26,11,15,18,13,5,2,1,1,43,30,13,2,2,0,1,1,0,24,14,10,8,4,4
C4920,20,363,District-Jamtara,Urban,70-79,64,32,32,14,8,6,11,5,6,2,1,1,16,8,8,0,0,0,1,0,1,9,7,2,11,3,8
C4920,20,363,District-Jamtara,Urban,80-89,25,10,15,4,3,1,3,3,0,1,0,1,9,2,7,0,0,0,0,0,0,5,1,4,3,1,2
C4920,20,363,District-Jamtara,Urban,90+,9,6,3,1,0,1,4,2,2,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,1,1,0
C4920,20,363,District-Jamtara,Urban,Age Not Stated,9,4,5,1,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,6,3,3,0,0,0
C4920,20,364,District-Ranchi,Total,Total,"64,441","35,315","29,126","12,788","6,768","6,020","16,809","8,918","7,891","4,908","2,651","2,257","10,198","6,040","4,158","2,974","1,703","1,271","2,178","1,376",802,"10,692","5,751","4,941","3,894","2,108","1,786"
C4920,20,364,District-Ranchi,Total,0-4,"3,813","2,010","1,803",834,426,408,"1,217",628,589,98,62,36,256,156,100,123,73,50,15,6,9,"1,030",530,500,240,129,111
C4920,20,364,District-Ranchi,Total,5-9,"5,198","2,820","2,378","1,094",564,530,"1,500",820,680,524,290,234,450,258,192,280,157,123,71,41,30,884,465,419,395,225,170
C4920,20,364,District-Ranchi,Total,10-19,"11,963","6,365","5,598","2,391","1,263","1,128","3,217","1,663","1,554","1,091",536,555,"1,450",834,616,827,461,366,300,187,113,"1,891",979,912,796,442,354
C4920,20,364,District-Ranchi,Total,20-29,"10,099","5,608","4,491","1,738",922,816,"2,504","1,349","1,155",906,482,424,"1,523",921,602,545,318,227,560,377,183,"1,839",971,868,484,268,216
C4920,20,364,District-Ranchi,Total,30-39,"8,755","4,970","3,785","1,559",863,696,"2,402","1,266","1,136",733,407,326,"1,230",791,439,449,263,186,518,323,195,"1,511",843,668,353,214,139
C4920,20,364,District-Ranchi,Total,40-49,"7,496","4,413","3,083","1,478",842,636,"1,932","1,088",844,634,339,295,"1,240",813,427,361,210,151,338,218,120,"1,222",730,492,291,173,118
C4920,20,364,District-Ranchi,Total,50-59,"5,658","3,205","2,453","1,168",622,546,"1,430",782,648,415,250,165,"1,133",701,432,187,112,75,182,104,78,881,476,405,262,158,104
C4920,20,364,District-Ranchi,Total,60-69,"5,999","3,107","2,892","1,365",656,709,"1,386",688,698,309,171,138,"1,535",851,684,122,59,63,122,67,55,763,427,336,397,188,209
C4920,20,364,District-Ranchi,Total,70-79,"3,221","1,633","1,588",709,371,338,699,353,346,109,64,45,903,461,442,34,19,15,36,26,10,349,168,181,382,171,211
C4920,20,364,District-Ranchi,Total,80-89,"1,068",559,509,213,116,97,231,119,112,27,18,9,306,167,139,12,7,5,6,4,2,94,44,50,179,84,95
C4920,20,364,District-Ranchi,Total,90+,336,164,172,53,27,26,83,40,43,4,1,3,85,45,40,5,3,2,7,7,0,37,15,22,62,26,36
C4920,20,364,District-Ranchi,Total,Age Not Stated,835,461,374,186,96,90,208,122,86,58,31,27,87,42,45,29,21,8,23,16,7,191,103,88,53,30,23
C4920,20,364,District-Ranchi,Rural,Total,"38,571","20,758","17,813","7,786","4,061","3,725","10,599","5,545","5,054","2,540","1,349","1,191","6,447","3,792","2,655","1,801","1,006",795,877,473,404,"6,020","3,214","2,806","2,501","1,318","1,183"
C4920,20,364,District-Ranchi,Rural,0-4,"2,423","1,252","1,171",518,254,264,807,403,404,59,32,27,175,109,66,76,44,32,8,2,6,617,318,299,163,90,73
C4920,20,364,District-Ranchi,Rural,5-9,"3,336","1,783","1,553",706,357,349,995,529,466,313,169,144,303,176,127,190,108,82,46,26,20,528,275,253,255,143,112
C4920,20,364,District-Ranchi,Rural,10-19,"7,318","3,918","3,400","1,397",752,645,"2,044","1,084",960,649,313,336,953,544,409,534,300,234,164,90,74,"1,077",567,510,500,268,232
C4920,20,364,District-Ranchi,Rural,20-29,"5,407","2,986","2,421",946,502,444,"1,406",754,652,447,250,197,898,557,341,303,174,129,159,82,77,962,504,458,286,163,123
C4920,20,364,District-Ranchi,Rural,30-39,"4,794","2,664","2,130",861,468,393,"1,438",746,692,321,173,148,748,486,262,242,130,112,168,86,82,812,444,368,204,131,73
C4920,20,364,District-Ranchi,Rural,40-49,"4,328","2,458","1,870",925,519,406,"1,154",622,532,303,156,147,739,470,269,210,109,101,154,92,62,674,395,279,169,95,74
C4920,20,364,District-Ranchi,Rural,50-59,"3,445","1,927","1,518",754,394,360,922,492,430,210,127,83,697,438,259,111,67,44,89,52,37,512,273,239,150,84,66
C4920,20,364,District-Ranchi,Rural,60-69,"3,984","2,016","1,968",948,449,499,980,475,505,155,84,71,"1,019",561,458,78,37,41,59,27,32,460,261,199,285,122,163
C4920,20,364,District-Ranchi,Rural,70-79,"2,204","1,064","1,140",462,224,238,526,267,259,56,29,27,600,284,316,26,14,12,19,10,9,224,105,119,291,131,160
C4920,20,364,District-Ranchi,Rural,80-89,698,360,338,137,71,66,149,78,71,8,6,2,212,117,95,10,6,4,4,3,1,50,22,28,128,57,71
C4920,20,364,District-Ranchi,Rural,90+,241,117,124,35,21,14,65,31,34,2,1,1,63,33,30,3,1,2,1,1,0,23,9,14,49,20,29
C4920,20,364,District-Ranchi,Rural,Age Not Stated,393,213,180,97,50,47,113,64,49,17,9,8,40,17,23,18,16,2,6,2,4,81,41,40,21,14,7
C4920,20,364,District-Ranchi,Urban,Total,"25,870","14,557","11,313","5,002","2,707","2,295","6,210","3,373","2,837","2,368","1,302","1,066","3,751","2,248","1,503","1,173",697,476,"1,301",903,398,"4,672","2,537","2,135","1,393",790,603
C4920,20,364,District-Ranchi,Urban,0-4,"1,390",758,632,316,172,144,410,225,185,39,30,9,81,47,34,47,29,18,7,4,3,413,212,201,77,39,38
C4920,20,364,District-Ranchi,Urban,5-9,"1,862","1,037",825,388,207,181,505,291,214,211,121,90,147,82,65,90,49,41,25,15,10,356,190,166,140,82,58
